Class,TotalTestabilitySmells,TestabilitySmellsDensity,TotalTests,TestDensity
TeamBliss-LP_android_frameworks_base.android.content.pm.PackageManagerTests,2,0.77,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.keyguard.PagedView,2,0.96,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.systemui.statusbar.BaseStatusBar,7,2.94,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.systemui.statusbar.stack.NotificationStackScrollLayout,1,0.50,0,0.00
Accla_d4m_api_java.edu.mit.ll.graphulo.Graphulo,17,6.59,49,18.99
druid-io_druid.org.apache.druid.indexing.seekablestream.supervisor.SeekableStreamSupervisor,55,24.48,98,43.61
h2oai_h2o-dev.water.H2O,37,18.20,0,0.00
spotify_docker-client.com.spotify.docker.client.DockerClient,1,0.47,7,3.28
RPTools_maptool.net.rptools.maptool.client.AppActions,90,37.63,0,0.00
RPTools_maptool.net.rptools.maptool.client.ui.zone.ZoneRenderer,2,0.59,0,0.00
wendykierp_JTransforms.org.jtransforms.dht.FloatDHT_3D,1,0.43,2,0.85
wendykierp_JTransforms.org.jtransforms.dht.DoubleDHT_3D,1,0.43,2,0.85
wendykierp_JTransforms.org.jtransforms.dst.FloatDST_3D,1,0.45,2,0.91
wendykierp_JTransforms.org.jtransforms.dst.DoubleDST_3D,1,0.45,2,0.91
wendykierp_JTransforms.org.jtransforms.fft.DoubleFFT_2D,1,0.26,18,4.73
wendykierp_JTransforms.org.jtransforms.fft.FloatFFT_3D,1,0.14,16,2.18
wendykierp_JTransforms.org.jtransforms.fft.DoubleFFT_3D,1,0.14,16,2.18
wendykierp_JTransforms.org.jtransforms.fft.FloatFFT_2D,1,0.26,18,4.71
wendykierp_JTransforms.org.jtransforms.dct.DoubleDCT_3D,1,0.45,2,0.91
wendykierp_JTransforms.org.jtransforms.dct.FloatDCT_3D,1,0.45,2,0.91
radkovo_jStyleParser.cz.vutbr.web.css.CSSProperty,9,2.85,0,0.00
freenet_fred.freenet.clients.http.QueueToadlet,1,0.45,0,0.00
freenet_fred.freenet.node.PeerNode,7,1.51,0,0.00
freenet_fred.freenet.node.NodeStats,12,4.20,0,0.00
freenet_fred.freenet.node.Node,41,10.70,0,0.00
acciente_oacc-core.com.acciente.oacc.sql.internal.SQLAccessControlContext,1,0.28,0,0.00
matrix-org_matrix-android-sdk.org.matrix.androidsdk.MXSession,2,0.99,0,0.00
matrix-org_matrix-android-sdk.org.matrix.androidsdk.data.Room,1,0.46,0,0.00
lsds_SEEP.uk.ac.imperial.lsds.seep.gc14.util.StaticSensorNetworkStructure,12,4.73,0,0.00
nathantippy_jFASTStages.com.ociweb.pronghorn.stage.scheduling.GraphManager,24,9.98,0,0.00
nathantippy_jFASTStages.com.ociweb.pronghorn.stage.phast.PhastCodecSchema,2083,310.62,0,0.00
lemire_RoaringBitmap.org.roaringbitmap.RoaringBitmap,1,0.46,0,0.00
lemire_RoaringBitmap.org.roaringbitmap.RunContainer,1,0.47,0,0.00
ehcache_ehcache3.org.ehcache.impl.internal.concurrent.ConcurrentHashMap,1,0.23,0,0.00
ATLauncher_ATLauncher.com.atlauncher.data.Instance,1,0.48,0,0.00
ATLauncher_ATLauncher.com.atlauncher.workers.InstanceInstaller,1,0.38,0,0.00
gosu-lang_gosu-lang.gw.spec.core.annotations.java.GeneratedJavaAnnotationInstancesTest,0,0.00,0,0.00
gosu-lang_gosu-lang.gw.spec.core.annotations.instances.GeneratedCoreAnnotationInstancesOnEnhancementThroughEnhancedTest,0,0.00,0,0.00
gosu-lang_gosu-lang.gw.spec.core.annotations.instances.GeneratedCoreAnnotationInstancesTest,0,0.00,0,0.00
gosu-lang_gosu-lang.gw.spec.core.annotations.instances.GeneratedCoreAnnotationInstancesOnEnhancementDirectlyTest,0,0.00,0,0.00
google_closure-compiler.com.google.javascript.rhino.JSDocInfo,0,0.00,0,0.00
looly_hutool.cn.hutool.core.util.NumberUtil,0,0.00,0,0.00
NLPchina_elasticsearch-sql.com.alibaba.druid.pool.ElasticSearchDruidDataSource,0,0.00,0,0.00
Unidata_awips2.com.raytheon.uf.common.dataplugin.shef.util.ParameterCode,0,0.00,0,0.00
Unidata_awips2.com.raytheon.viz.hydrocommon.textreport.TextReportData,0,0.00,0,0.00
google_guava.com.google.common.collect.MapMakerInternalMap,0,0.00,0,0.00
igniterealtime_Openfire.org.jivesoftware.openfire.admin.system_002dproperties_jsp,0,0.00,0,0.00
aparapi_aparapi.com.amd.aparapi.internal.instruction.InstructionSet,0,0.00,0,0.00
opentripplanner_OpenTripPlanner.org.opentripplanner.ext.legacygraphqlapi.generated.LegacyGraphQLTypes,0,0.00,0,0.00
apache_tajo.org.apache.tajo.parser.sql.SQLParserListener,0,0.00,0,0.00
apache_tajo.org.apache.tajo.parser.sql.SQLParserBaseListener,0,0.00,0,0.00
locationtech_udig-platform.org.locationtech.udig.project.internal.ProjectPackage,0,0.00,0,0.00
carymrobbins_intellij-haskforce.com.haskforce.parser.HaskellParser,0,0.00,0,0.00
marklogic_java-client-api.com.marklogic.client.functionaltest.ConnectedRESTQA,0,0.00,0,0.00
VHAINNOVATIONS_InfoButtons-182.org.openinfobutton.schemas.kb.TerminologyInference,0,0.00,0,0.00
OpenTOSCA_container.org.apache.www.ode.pmapi.types._2006._08._02.impl.TEventInfoImpl,0,0.00,0,0.00
gid15_jpcsp.jpcsp.HLE.modules150.sceSysreg_driver,0,0.00,0,0.00
gid15_jpcsp.jpcsp.HLE.modules150.ThreadManForKernel,0,0.00,0,0.00
gid15_jpcsp.jpcsp.HLE.modules150.scePaf,0,0.00,0,0.00
gid15_jpcsp.jpcsp.HLE.modules150.ThreadManForUser,0,0.00,0,0.00
oswetto_Loboevolution.org.loboevolution.html.node.events.GlobalEventHandlers,0,0.00,0,0.00
Talend_tcommon-studio-se.orgomg.cwm.analysis.transformation.TransformationPackage,0,0.00,0,0.00
Talend_tcommon-studio-se.orgomg.cwm.analysis.olap.OlapPackage,0,0.00,0,0.00
Talend_tcommon-studio-se.orgomg.cwm.analysis.datamining.DataminingPackage,0,0.00,0,0.00
Talend_tcommon-studio-se.orgomg.cwm.management.warehouseprocess.events.EventsPackage,0,0.00,0,0.00
Talend_tcommon-studio-se.orgomg.cwm.resource.relational.RelationalPackage,0,0.00,0,0.00
Talend_tcommon-studio-se.orgomg.cwm.resource.xml.XmlPackage,0,0.00,0,0.00
Talend_tcommon-studio-se.orgomg.cwm.foundation.softwaredeployment.SoftwaredeploymentPackage,0,0.00,0,0.00
Talend_tcommon-studio-se.orgomg.cwm.objectmodel.core.CorePackage,0,0.00,0,0.00
Talend_tcommon-studio-se.orgomg.cwmx.resource.coboldata.CoboldataPackage,0,0.00,0,0.00
Talend_tcommon-studio-se.orgomg.cwmx.resource.imsdatabase.ImsdatabasePackage,0,0.00,0,0.00
Talend_tcommon-studio-se.orgomg.cwmx.resource.essbase.EssbasePackage,0,0.00,0,0.00
Talend_tcommon-studio-se.orgomg.cwmx.resource.dmsii.DmsiiPackage,0,0.00,0,0.00
Talend_tcommon-studio-se.orgomg.cwmx.resource.express.ExpressPackage,0,0.00,0,0.00
Talend_tcommon-studio-se.orgomg.cwmx.foundation.er.ErPackage,0,0.00,0,0.00
Talend_tcommon-studio-se.org.talend.cwm.relational.RelationalPackage,0,0.00,0,0.00
Talend_tcommon-studio-se.org.talend.designer.core.model.utils.emf.talendfile.TalendFilePackage,0,0.00,0,0.00
Talend_tcommon-studio-se.org.talend.designer.core.model.utils.emf.component.ComponentPackage,0,0.00,0,0.00
Talend_tcommon-studio-se.org.talend.designer.core.model.utils.emf.component.impl.HEADERTypeImpl,0,0.00,0,0.00
Talend_tcommon-studio-se.org.talend.designer.business.model.business.BusinessPackage,0,0.00,0,0.00
Talend_tcommon-studio-se.org.talend.core.model.properties.PropertiesPackage,0,0.00,0,0.00
Talend_tcommon-studio-se.org.talend.core.model.properties.PropertiesPackage.Literals,0,0.00,0,0.00
Talend_tcommon-studio-se.org.talend.core.model.properties.impl.ExecutionTaskImpl,0,0.00,0,0.00
Talend_tcommon-studio-se.org.talend.core.model.metadata.builder.connection.ConnectionPackage,0,0.00,0,0.00
Talend_tcommon-studio-se.org.talend.core.model.metadata.builder.connection.ConnectionPackage.Literals,0,0.00,0,0.00
Talend_tcommon-studio-se.routines.system.TypeConvert,0,0.00,0,0.00
DICE-UNC_jargon.org.irods.jargon.core.utils.BinaryDataFormat,0,0.00,0,0.00
camunda_camunda-consulting.com.camunda.consulting.openapi.client.handler.ProcessDefinitionApi,0,0.00,0,0.00
gridkit_nanocloud.org.gridkit.vicluster.isolate.Isolate,0,0.00,1,0.46
Talend_tdi-studio-se.com.netsuite.webservices.platform.common.ItemSearchRowBasic,0,0.00,0,0.00
Talend_tdi-studio-se.com.netsuite.webservices.platform.common.TransactionSearchRowBasic,0,0.00,0,0.00
Talend_tdi-studio-se.com.microsoft.schemas.xrm._2011.metadata.impl.EntityMetadataImpl,0,0.00,0,0.00
Talend_tdi-studio-se.com.microsoft.schemas.xrm._2011.metadata.impl.AttributeMetadataImpl,0,0.00,0,0.00
Talend_tdi-studio-se.com.microsoft.schemas.crm._2007.webservices.impl.FixedmonthlyfiscalcalendarImpl,0,0.00,0,0.00
Talend_tdi-studio-se.com.microsoft.schemas.crm._2007.webservices.impl.SiteImpl,0,0.00,0,0.00
Talend_tdi-studio-se.com.microsoft.schemas.crm._2007.webservices.impl.CustomeraddressImpl,0,0.00,0,0.00
Talend_tdi-studio-se.com.microsoft.schemas.crm._2007.webservices.impl.BusinessunitImpl,0,0.00,0,0.00
Talend_tdi-studio-se.com.microsoft.schemas.crm._2007.webservices.impl.OrganizationImpl,0,0.00,0,0.00
Talend_tdi-studio-se.com.microsoft.schemas.crm._2007.webservices.impl.MonthlyfiscalcalendarImpl,0,0.00,0,0.00
Talend_tdi-studio-se.com.microsoft.schemas.crm._2007.webservices.impl.UsersettingsImpl,0,0.00,0,0.00
Talend_tdi-studio-se.org.talend.designer.xmlmap.model.emf.xmlmap.XmlmapPackage,0,0.00,0,0.00
wso2_carbon-identity.org.wso2.carbon.identity.sso.saml.stub.types.SAMLSSOAuthnReqDTO,0,0.00,0,0.00
wso2_carbon-identity.org.wso2.carbon.humantask.stub.types.TTaskAbstract,0,0.00,0,0.00
wso2_carbon-identity.org.wso2.carbon.humantask.stub.types.TTaskOperationsChoice,0,0.00,0,0.00
jindrapetrik_jpexs-decompiler.com.sun.jna.platform.win32.WinError,0,0.00,0,0.00
sarl_sarl.io.sarl.lang.services.SARLGrammarAccess,0,0.00,0,0.00
ben-manes_concurrentlinkedhashmap.com.googlecode.concurrentlinkedhashmap.ConcurrentHashMapV8,0,0.00,0,0.00
jbachorik_btrace.org.openjdk.btrace.core.BTraceUtils,0,0.00,0,0.00
immutables_immutables.org.immutables.value.processor.meta.ImmutableStyleInfo,0,0.00,0,0.00
immutables_immutables.org.immutables.fixture.ImmutableHugeInterface,0,0.00,1,0.43
immutables_immutables.org.immutables.trees.ast.ImmutableGrammar,0,0.00,0,0.00
immutables_immutables.org.immutables.trees.ast.ImmutableSampleNodes,0,0.00,0,0.00
immutables_immutables.org.immutables.generator.processor.ImmutableTrees,0,0.00,0,0.00
vert-x3_vertx-rx.io.vertx.redis.client.RedisAPI,0,0.00,0,0.00
bnjmn_weka.weka.classifiers.functions.MultilayerPerceptron,0,0.00,0,0.00
bnjmn_weka.org.tartarus.snowball.ext.turkishStemmer,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big030,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big029,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big077,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big055,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big060,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big051,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big011,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big059,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big075,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big043,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big005,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big002,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big015,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big049,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big001,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big026,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big063,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big003,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big025,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big067,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big037,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big061,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big074,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big068,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big042,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big021,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big016,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big007,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big022,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big066,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big038,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big062,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big078,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big036,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big073,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big057,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big070,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big023,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big018,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big034,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big044,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big050,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big032,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big027,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big069,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big046,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big040,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big035,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big065,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big019,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big048,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big014,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big013,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big024,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big072,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big031,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big056,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big047,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big039,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big028,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big052,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big045,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big053,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big054,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big041,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big008,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big080,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big010,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big064,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big071,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big012,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big079,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big009,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big006,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big004,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big017,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big033,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big058,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big076,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.multidexlegacytestapp.manymethods.Big020,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big030,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big029,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big077,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big055,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big060,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big051,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big011,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big059,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big075,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big043,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big005,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big002,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big015,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big049,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big001,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big026,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big063,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big003,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big025,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big067,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big037,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big061,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big074,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big068,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big042,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big021,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big016,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big007,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big022,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big066,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big038,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big062,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big078,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big036,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big073,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big057,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big070,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big023,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big018,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big034,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big044,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big050,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big032,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big027,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big069,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big046,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big040,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big035,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big065,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big019,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big048,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big014,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big013,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big024,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big072,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big031,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big056,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big047,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big039,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big028,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big052,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big045,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big053,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big054,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big041,0,0.00,0,0.00
