Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
xp,com.enonic.wem.core.schema.content,UpdateContentTypeCommandTest,given_superType_that_is_final_when_handle_then_InvalidContentTypeException,Long Statement,The length of the statement "final ContentType.Builder ctb2=ContentType.newContentType().displayName(displayName2).name(contentType2Name).description(description2);" is 135.,113
xp,com.enonic.wem.core.schema.content,GetContentTypesCommandTest,handle,Long Statement,The length of the statement "final ContentTypes allContentTypes=ContentTypes.from(createContentType("mymodule-1.0.0:content_type_1"`"DisplayName"`"Description")`createContentType("mymodule-1.0.0:content_type_2"`"DisplayName2"`"Description2"));" is 214.,37
xp,com.enonic.wem.core.schema.content,GetContentTypesCommandTest,handle,Long Statement,The length of the statement "final ContentType.Builder contentTypeBuilder1=ContentType.newContentType().displayName("DisplayName").description("Description").name("mymodule-1.0.0:content_type_1");" is 167.,37
xp,com.enonic.wem.core.schema.content,GetContentTypesCommandTest,handle,Long Statement,The length of the statement "Mockito.when(contentTypeDao.getContentType(Mockito.eq(ContentTypeName.from("mymodule-1.0.0:content_type_1")))).thenReturn(contentTypeBuilder1);" is 143.,37
xp,com.enonic.wem.core.schema.content,GetContentTypesCommandTest,handle,Long Statement,The length of the statement "final ContentType.Builder contentTypeBuilder2=ContentType.newContentType().displayName("DisplayName2").description("Description2").name("mymodule-1.0.0:content_type_2");" is 169.,37
xp,com.enonic.wem.core.schema.content,GetContentTypesCommandTest,handle,Long Statement,The length of the statement "Mockito.when(contentTypeDao.getContentType(Mockito.eq(ContentTypeName.from("mymodule-1.0.0:content_type_2")))).thenReturn(contentTypeBuilder2);" is 143.,37
xp,com.enonic.wem.core.schema.content,GetContentTypesCommandTest,handle,Long Statement,The length of the statement "final GetContentTypesParams params=new GetContentTypesParams().contentTypeNames(ContentTypeNames.from("mymodule-1.0.0:content_type_1"`"mymodule-1.0.0:content_type_2"));" is 168.,37
xp,com.enonic.wem.core.schema.content,GetContentTypesCommandTest,handle,Magic Number,The method contains a magic number: 2,37
xp,com.enonic.wem.core.schema.content,GetContentTypeCommandTest,handle,Long Statement,The length of the statement "final ContentType.Builder contentTypeBuilder=ContentType.newContentType().name(contentTypeName).displayName(displayName).description(description);" is 146.,34
xp,com.enonic.wem.core.schema.content,GetChildContentTypesCommandTest,getChildContentTypes,Long Statement,The length of the statement "final ContentType contentType1=ContentType.newContentType().name("mymodule-1.0.0:my_content_type1").displayName(ContentTypeName.unstructured().toString()).superType(null).setBuiltIn().build();" is 192.,32
xp,com.enonic.wem.core.schema.content,GetChildContentTypesCommandTest,getChildContentTypes,Long Statement,The length of the statement "final ContentType contentType2=ContentType.newContentType().name("mymodule-1.0.0:my_content_type2").displayName("Display Name 2").superType(ContentTypeName.from("mymodule-1.0.0:my_content_type1")).build();" is 205.,32
xp,com.enonic.wem.core.schema.content,GetChildContentTypesCommandTest,getChildContentTypes,Long Statement,The length of the statement "final ContentType contentType3=ContentType.newContentType().name("mymodule-1.0.0:my_content_type3").displayName("Display Name 3").superType(ContentTypeName.from("mymodule-1.0.0:my_content_type2")).build();" is 205.,32
xp,com.enonic.wem.core.schema.content,GetChildContentTypesCommandTest,getChildContentTypes,Long Statement,The length of the statement "final ContentType contentType4=ContentType.newContentType().name("mymodule-1.0.0:my_content_type4").displayName("Display Name 4").superType(ContentTypeName.from("mymodule-1.0.0:my_content_type2")).build();" is 205.,32
xp,com.enonic.wem.core.schema.content,GetChildContentTypesCommandTest,getChildContentTypes,Long Statement,The length of the statement "final ContentType contentType5=ContentType.newContentType().name(ContentTypeName.folder().toString()).displayName("Folder root content type").setBuiltIn().build();" is 163.,32
xp,com.enonic.wem.core.schema.content,GetChildContentTypesCommandTest,getChildContentTypes,Magic Number,The method contains a magic number: 2,32
xp,com.enonic.wem.core.schema.content,GetRootContentTypesCommandTest,getRootContentTypes,Long Statement,The length of the statement "final ContentType contentType1=ContentType.newContentType().name("mymodule-1.0.0:my_content_type1").displayName("Display Name 1").superType(null).setBuiltIn().build();" is 167.,33
xp,com.enonic.wem.core.schema.content,GetRootContentTypesCommandTest,getRootContentTypes,Long Statement,The length of the statement "final ContentType contentType2=ContentType.newContentType().name("mymodule-1.0.0:my_content_type2").displayName("Display Name 2").superType(ContentTypeName.from("mymodule-1.0.0:my_content_type2")).build();" is 205.,33
xp,com.enonic.wem.core.schema.content,CreateContentTypeCommandTest,createContentType,Long Statement,The length of the statement "Mockito.when(contentTypeService.getByNames(Mockito.isA(GetContentTypesParams.class))).thenReturn(ContentTypes.from(STRUCTURED));" is 128.,44
xp,com.enonic.wem.core.schema.content,CreateContentTypeCommandTest,createContentType,Long Statement,The length of the statement "final ContentType contentType=newContentType().name("mymodule-1.0.0:my_content_type").displayName("My content type").description("description").setAbstract(false).superType(ContentTypeName.structured()).build();" is 211.,44
xp,com.enonic.wem.core.schema.content,CreateContentTypeCommandTest,createContentType,Long Statement,The length of the statement "final CreateContentTypeParams params=new CreateContentTypeParams().name(contentType.getName()).displayName(contentType.getDisplayName()).description(contentType.getDescription()).setAbstract(contentType.isAbstract()).setFinal(contentType.isFinal()).form(contentType.form()).schemaIcon(contentType.getIcon()).contentDisplayNameScript(contentType.getContentDisplayNameScript());" is 376.,44
xp,com.enonic.wem.core.schema.content,CreateContentTypeCommandTest,given_superType_that_is_final_when_handle_then_InvalidContentTypeException,Long Statement,The length of the statement "Mockito.when(contentTypeService.getByNames(Mockito.isA(GetContentTypesParams.class))).thenReturn(ContentTypes.from(SHORTCUT));" is 126.,80
xp,com.enonic.wem.core.schema.content,CreateContentTypeCommandTest,given_superType_that_is_final_when_handle_then_InvalidContentTypeException,Long Statement,The length of the statement "final ContentType contentType=newContentType().name("mymodule-1.0.0:my_content_type").displayName("Inheriting a final ContentType").displayName("A description").setAbstract(false).superType(ContentTypeName.shortcut()).build();" is 226.,80
xp,com.enonic.wem.core.schema.content,CreateContentTypeCommandTest,given_superType_that_is_final_when_handle_then_InvalidContentTypeException,Long Statement,The length of the statement "final CreateContentTypeParams params=new CreateContentTypeParams().name(contentType.getName()).displayName(contentType.getDisplayName()).description(contentType.getDescription()).superType(contentType.getSuperType()).setAbstract(contentType.isAbstract()).setFinal(contentType.isFinal()).form(contentType.form()).schemaIcon(contentType.getIcon()).contentDisplayNameScript(contentType.getContentDisplayNameScript());" is 414.,80
xp,com.enonic.wem.core.schema.content,UpdateContentTypeCommand,doExecute,Long Statement,The length of the statement "final ContentType persistedContentType=new GetContentTypeCommand().params(new GetContentTypeParams().contentTypeName(params.getContentTypeName())).contentTypeDao(this.contentTypeDao).mixinService(this.mixinService).execute();" is 225.,39
xp,com.enonic.wem.core.schema.content,UpdateContentTypeCommand,doExecute,Long Statement,The length of the statement "final ContentType existing=new GetContentTypeCommand().params(new GetContentTypeParams().contentTypeName(editedContentType.getName())).contentTypeDao(this.contentTypeDao).mixinService(this.mixinService).execute();" is 213.,39
xp,com.enonic.wem.core.schema.content,UpdateContentTypeCommand,validate,Long Statement,The length of the statement "final ContentTypeSuperTypeValidator validator=ContentTypeSuperTypeValidator.newContentTypeSuperTypeValidator().contentTypeService(this.contentTypeService).build();" is 163.,86
xp,com.enonic.wem.core.schema.content,CreateContentTypeCommand,doExecute,Long Statement,The length of the statement "final ContentType contentType=newContentType().name(params.getName()).description(params.getDescription()).superType(params.getSuperType()).allowChildContent(params.getAllowChildContent()).contentDisplayNameScript(params.getContentDisplayNameScript()).form(params.getForm().copy()).setBuiltIn(params.isBuiltIn()).setAbstract(params.isAbstract()).setFinal(params.isFinal()).displayName(params.getDisplayName()).icon(params.getSchemaIcon()).createdTime(Instant.now()).build();" is 474.,32
xp,com.enonic.wem.core.schema.content,CreateContentTypeCommand,validate,Long Statement,The length of the statement "final ContentTypeSuperTypeValidator validator=ContentTypeSuperTypeValidator.newContentTypeSuperTypeValidator().contentTypeService(this.contentTypeService).build();" is 163.,54
xp,com.enonic.wem.core.schema.content,ContentTypeServiceImpl,getByName,Long Statement,The length of the statement "return new GetContentTypeCommand().params(params).contentTypeDao(this.contentTypeDao).mixinService(this.mixinService).execute();" is 128.,35
xp,com.enonic.wem.core.schema.content,ContentTypeServiceImpl,getByNames,Long Statement,The length of the statement "return new GetContentTypesCommand().params(params).contentTypeDao(this.contentTypeDao).mixinService(this.mixinService).execute();" is 129.,45
xp,com.enonic.wem.core.schema.content,ContentTypeServiceImpl,getAll,Long Statement,The length of the statement "return new GetAllContentTypesCommand().params(params).contentTypeDao(this.contentTypeDao).mixinService(this.mixinService).execute();" is 132.,55
xp,com.enonic.wem.core.schema.content,ContentTypeServiceImpl,getChildren,Long Statement,The length of the statement "return new GetChildContentTypesCommand().params(params).contentTypeDao(this.contentTypeDao).mixinService(this.mixinService).execute();" is 134.,74
xp,com.enonic.wem.core.schema.content,ContentTypeServiceImpl,create,Long Statement,The length of the statement "return new CreateContentTypeCommand().params(params).contentTypeDao(this.contentTypeDao).contentTypeService(this).execute();" is 124.,84
xp,com.enonic.wem.core.schema.content,ContentTypeServiceImpl,update,Long Statement,The length of the statement "return new UpdateContentTypeCommand().params(params).contentTypeDao(this.contentTypeDao).mixinService(this.mixinService).eventPublisher(this.eventPublisher).contentTypeService(this).execute();" is 192.,94
xp,com.enonic.wem.core.schema.content,ContentTypeServiceImpl,delete,Long Statement,The length of the statement "return new DeleteContentTypeCommand().params(params).contentTypeDao(this.contentTypeDao).mixinService(this.mixinService).execute();" is 131.,106
xp,com.enonic.wem.core.schema.content,AbstractContentTypeCommand,populateInheritors,Long Statement,The length of the statement "contentType=ContentType.newContentType(contentType).inheritors(resolver.resolveInheritors(contentType.getName()).isNotEmpty()).build();" is 135.,57
xp,com.enonic.wem.core.schema.content,ValidateContentTypeCommand,doExecute,Long Statement,The length of the statement "ContentTypeSuperTypeValidator validator=ContentTypeSuperTypeValidator.newContentTypeSuperTypeValidator().contentTypeService(this.contentTypeService).build();" is 157.,23
xp,com.enonic.wem.core.schema.content.serializer,AbstractContentTypeSerializerTest,before,Long Identifier,The length of the field contentTypeWithAllFormItemTypes is 31.,49
xp,com.enonic.wem.core.schema.content.serializer,AbstractContentTypeSerializerTest,given_all_schemas_when_parsed_then_paths_are_as_expected,Long Statement,The length of the statement "Mixin inputMixin=newMixin().name("mymodule-1.0.0:my_shared_input").addFormItem(Input.newInput().name("my_shared_input").inputType(InputTypes.TEXT_LINE).build()).build();" is 169.,62
xp,com.enonic.wem.core.schema.content.serializer,AbstractContentTypeSerializerTest,given_all_schemas_when_parsed_then_paths_are_as_expected,Long Statement,The length of the statement "Layout layout=FieldSet.newFieldSet().label("My field set").name("myFieldSet").addFormItem(newInput().name("myTextLine").inputType(InputTypes.TEXT_LINE).build()).build();" is 169.,62
xp,com.enonic.wem.core.schema.content.serializer,AbstractContentTypeSerializerTest,toString_all_input_types,Long Identifier,The length of the field contentTypeWithAllFormItemTypes is 31.,101
xp,com.enonic.wem.core.schema.content.serializer,AbstractContentTypeSerializerTest,given_all_input_types_when_parsed_then_paths_are_as_expected,Long Identifier,The length of the field contentTypeWithAllFormItemTypes is 31.,134
xp,com.enonic.wem.core.schema.content.serializer,AbstractContentTypeSerializerTest,parse_mixin,Long Statement,The length of the statement "Mixin mixin=newMixin().name("mymodule-1.0.0:address").addFormItem(newFormItemSet().name("address").addFormItem(newInput().name("label").label("Label").inputType(InputTypes.TEXT_LINE).build()).addFormItem(newInput().name("street").label("Street").inputType(InputTypes.TEXT_LINE).build()).addFormItem(newInput().name("postalNo").label("Postal No").inputType(InputTypes.TEXT_LINE).build()).addFormItem(newInput().name("country").label("Country").inputType(InputTypes.TEXT_LINE).build()).build()).build();" is 501.,183
xp,com.enonic.wem.core.schema.content.serializer,AbstractContentTypeSerializerTest,given_content_type_with_formItemSet_inside_formItemSet_and_formItem_in_both_when_parse_then_paths_are_correct,Long Statement,The length of the statement "assertEquals("my-outer-set.my-outer-input"`parsedContentType.form().getInput("my-outer-set.my-outer-input").getPath().toString());" is 130.,208
