Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.viewmodels,RepositoryViewModelTest,testRepositoryViewModelFetchesValidGitHubRepository,Long Statement,The length of the statement "repositoryViewModel.getRepository().test().awaitDone(100`TimeUnit.MILLISECONDS).assertNoErrors().assertValue(testRepository);" is 125.,45
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.viewmodels,RepositoryViewModelTest,testRepositoryViewModelFetchesValidGitHubRepository,Magic Number,The method contains a magic number: 1000,45
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.viewmodels,RepositoryViewModelTest,testRepositoryViewModelFetchesValidGitHubRepository,Magic Number,The method contains a magic number: 100,45
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositorySearch,hashCode,Magic Number,The method contains a magic number: 31,80
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepository,GitHubRepository,Long Parameter List,The method has 5 parameters. ,57
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepository,toString,Long Statement,The length of the statement "return "GitHubRepository{" + "id=" + id + "` name='"+ name+ '\''+ "` stargazersCount="+ stargazersCount+ "` forksCount="+ forksCount+ "` owner="+ owner+ '}';" is 157.,127
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepository,equals,Complex Method,Cyclomatic complexity of the method is 8,138
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepository,hashCode,Magic Number,The method contains a magic number: 31,154
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepository,hashCode,Magic Number,The method contains a magic number: 31,154
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepository,hashCode,Magic Number,The method contains a magic number: 31,154
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepository,hashCode,Magic Number,The method contains a magic number: 31,154
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testSameIdPojoEquals,Magic Number,The method contains a magic number: 100,12
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testSameIdPojoEquals,Magic Number,The method contains a magic number: 10,12
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testSameIdPojoEquals,Magic Number,The method contains a magic number: 10,12
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testSameIdPojoEquals,Magic Number,The method contains a magic number: 100,12
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testSameIdPojoEquals,Magic Number,The method contains a magic number: 10,12
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testSameIdPojoEquals,Magic Number,The method contains a magic number: 10,12
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testDifferentIdPojoDoesNotEqual,Magic Number,The method contains a magic number: 100,20
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testDifferentIdPojoDoesNotEqual,Magic Number,The method contains a magic number: 10,20
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testDifferentIdPojoDoesNotEqual,Magic Number,The method contains a magic number: 10,20
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testDifferentIdPojoDoesNotEqual,Magic Number,The method contains a magic number: 200,20
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testDifferentIdPojoDoesNotEqual,Magic Number,The method contains a magic number: 10,20
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testDifferentIdPojoDoesNotEqual,Magic Number,The method contains a magic number: 10,20
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testOverwrite_WithItself,Magic Number,The method contains a magic number: 100,28
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testOverwrite_WithItself,Magic Number,The method contains a magic number: 10,28
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testOverwrite_WithItself,Magic Number,The method contains a magic number: 10,28
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testOverwrite_WithItself,Magic Number,The method contains a magic number: 100,28
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testOverwrite_WithSameId_WithDifferentName,Magic Number,The method contains a magic number: 100,38
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testOverwrite_WithSameId_WithDifferentName,Magic Number,The method contains a magic number: 10,38
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testOverwrite_WithSameId_WithDifferentName,Magic Number,The method contains a magic number: 10,38
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testOverwrite_WithSameId_WithDifferentName,Magic Number,The method contains a magic number: 100,38
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testOverwrite_WithSameId_WithDifferentName,Magic Number,The method contains a magic number: 10,38
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testOverwrite_WithSameId_WithDifferentName,Magic Number,The method contains a magic number: 10,38
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testOverwrite_WithSameId_WithDifferentCount,Magic Number,The method contains a magic number: 100,48
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testOverwrite_WithSameId_WithDifferentCount,Magic Number,The method contains a magic number: 10,48
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testOverwrite_WithSameId_WithDifferentCount,Magic Number,The method contains a magic number: 10,48
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testOverwrite_WithSameId_WithDifferentCount,Magic Number,The method contains a magic number: 100,48
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testOverwrite_WithSameId_WithDifferentCount,Magic Number,The method contains a magic number: 20,48
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testOverwrite_WithSameId_WithDifferentCount,Magic Number,The method contains a magic number: 20,48
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testOverwrite_WithSameId_WithDifferentOwner,Magic Number,The method contains a magic number: 100,58
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testOverwrite_WithSameId_WithDifferentOwner,Magic Number,The method contains a magic number: 10,58
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testOverwrite_WithSameId_WithDifferentOwner,Magic Number,The method contains a magic number: 10,58
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testOverwrite_WithSameId_WithDifferentOwner,Magic Number,The method contains a magic number: 100,58
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testOverwrite_WithSameId_WithDifferentOwner,Magic Number,The method contains a magic number: 10,58
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testOverwrite_WithSameId_WithDifferentOwner,Magic Number,The method contains a magic number: 10,58
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testOverwrite_WithAnother,Magic Number,The method contains a magic number: 100,68
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testOverwrite_WithAnother,Magic Number,The method contains a magic number: 10,68
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testOverwrite_WithAnother,Magic Number,The method contains a magic number: 10,68
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testOverwrite_WithAnother,Magic Number,The method contains a magic number: 200,68
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testOverwrite_WithAnother,Magic Number,The method contains a magic number: 10,68
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testOverwrite_WithAnother,Magic Number,The method contains a magic number: 10,68
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.pojo,GitHubRepositoryTest,testOverwrite_WithAnother,Magic Number,The method contains a magic number: 200,68
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.data,ClientDataLayerBase,getGitHubRepositorySearch,Long Identifier,The length of the identifier networkRequestStatusObservable is 30.,82
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.data,ClientDataLayerBase,getGitHubRepositorySearch,Long Identifier,The length of the identifier gitHubRepositorySearchObservable is 32.,82
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.data,ClientDataLayerBase,getGitHubRepositorySearch,Long Statement,The length of the statement "final Observable<NetworkRequestStatus> networkRequestStatusObservable=networkRequestStatusStore.getOnceAndStream(GitHubRepositorySearchFetcher.getUniqueId(searchString).hashCode()).filter(NetworkRequestStatus::isSome).filter(status -> status.forListener(listenerId));" is 267.,82
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.data,ClientDataLayerBase,getGitHubRepositorySearch,Long Statement,The length of the statement "final Observable<GitHubRepositorySearch> gitHubRepositorySearchObservable=gitHubRepositorySearchStore.getOnceAndStream(searchString).filter(GitHubRepositorySearch::isSome);" is 172.,82
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.data,ClientDataLayerBase,getGitHubRepositorySearch,Long Statement,The length of the statement "return DataLayerUtils.createDataStreamNotificationObservable(networkRequestStatusObservable`gitHubRepositorySearchObservable);" is 126.,82
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.data,ClientDataLayerBase,getGitHubRepository,Long Identifier,The length of the identifier networkRequestStatusObservable is 30.,127
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.data,ClientDataLayerBase,getGitHubRepository,Long Statement,The length of the statement "final Observable<NetworkRequestStatus> networkRequestStatusObservable=networkRequestStatusStore.getOnceAndStream(GitHubRepositoryFetcher.getUniqueId(repositoryId).hashCode()).filter(NetworkRequestStatus::isSome).filter(status -> status.forListener(listenerId));" is 261.,127
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.data,ClientDataLayerBase,getGitHubRepository,Long Statement,The length of the statement "final Observable<GitHubRepository> gitHubRepositoryObservable=gitHubRepositoryStore.getOnceAndStream(repositoryId).filter(GitHubRepository::isSome);" is 148.,127
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.view,RepositoryView,setRepository,Long Statement,The length of the statement "request.set(Glide.with(getContext()).load(repository.getOwner().getAvatarUrl()).fitCenter().crossFade().placeholder(android.R.drawable.sym_def_app_icon).into(avatarImageView));" is 176.,75
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.view,RepositoriesView,getLoadingStatusString,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@7e72ba8,104
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.view,RepositoriesAdapter,onBindViewHolder,Long Statement,The length of the statement "Glide.with(holder.avatarImageView.getContext()).load(gitHubRepositories.get(position).getOwner().getAvatarUrl()).fitCenter().into(holder.avatarImageView);" is 154.,72
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.network,NetworkApi,NetworkApi,Long Statement,The length of the statement "Retrofit retrofit=new Retrofit.Builder().addCallAdapterFactory(RxJava2CallAdapterFactory.create()).addConverterFactory(GsonConverterFactory.create()).baseUrl("https://api.github.com").client(client).build();" is 207.,48
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.network.fetchers,GitHubRepositorySearchFetcher,fetch,Long Statement,The length of the statement "Disposable disposable=createNetworkObservable(searchString).subscribeOn(Schedulers.computation()).flatMapObservable(Observable::fromIterable).doOnNext(gitHubRepositoryStore::put).map(GitHubRepository::getId).toList().map(idList -> new GitHubRepositorySearch(searchString`idList)).flatMap(gitHubRepositorySearchStore::put).doOnSubscribe(__ -> startRequest(requestId`uri)).doOnSuccess(updated -> completeRequest(requestId`uri`updated)).doOnError(doOnError(requestId`uri)).subscribe(Functions.emptyConsumer()`Log.onError(TAG`"Error fetching GitHub repository search for '" + searchString + "'"));" is 593.,71
tehmou_rx-android-architecture,io.reark.rxgithubapp.shared.network.fetchers,GitHubRepositoryFetcher,fetch,Long Statement,The length of the statement "Disposable disposable=createNetworkObservable(repositoryId).subscribeOn(Schedulers.computation()).flatMap(gitHubRepositoryStore::put).doOnSubscribe(__ -> startRequest(repositoryId`uri)).doOnError(doOnError(repositoryId`uri)).doOnSuccess(updated -> completeRequest(repositoryId`uri`updated)).subscribe(Functions.emptyConsumer()`Log.onError(TAG`"Error fetching GitHub repository " + repositoryId));" is 396.,62
tehmou_rx-android-architecture,io.reark.rxgithubapp.basic.data.stores,NetworkRequestStatusStore,NetworkRequestStatusStore,Long Statement,The length of the statement "super(status -> status.getUri().hashCode()`status -> status == null ? NetworkRequestStatus.none() : status`NetworkRequestStatus::none);" is 135.,34
tehmou_rx-android-architecture,io.reark.rxgithubapp.basic.data.stores,GitHubRepositorySearchStore,GitHubRepositorySearchStore,Long Statement,The length of the statement "super(GitHubRepositorySearch::getSearch`search -> search != null ? search : GitHubRepositorySearch.none()`GitHubRepositorySearch::none);" is 136.,34
tehmou_rx-android-architecture,io.reark.rxgithubapp.basic.data.stores,GitHubRepositoryStore,GitHubRepositoryStore,Long Statement,The length of the statement "super((oldItem`newItem) -> new GitHubRepository(oldItem).overwrite(newItem)`GitHubRepository::getId`repository -> repository != null ? repository : GitHubRepository.none()`GitHubRepository::none);" is 196.,34
tehmou_rx-android-architecture,io.reark.rxgithubapp.basic.data,DataStoreModule,provideServiceDataLayer,Long Parameter List,The method has 5 parameters. ,70
tehmou_rx-android-architecture,io.reark.rxgithubapp.basic.data,DataStoreModule,provideServiceDataLayer,Long Statement,The length of the statement "return new DataLayer(fetcherManager`networkRequestStatusStore`gitHubRepositoryStore`gitHubRepositorySearchStore`userSettingsStore);" is 131.,70
tehmou_rx-android-architecture,io.reark.rxgithubapp.basic.data,DataLayer,DataLayer,Long Parameter List,The method has 5 parameters. ,49
tehmou_rx-android-architecture,io.reark.rxgithubapp.basic.network,FetcherModule,provideGitHubRepositorySearchFetcher,Long Statement,The length of the statement "return new GitHubRepositorySearchFetcher(networkApi`networkRequestStatusStore::put`gitHubRepositoryStore`gitHubRepositorySearchStore);" is 134.,59
tehmou_rx-android-architecture,io.reark.rxgithubapp.basic.network,FetcherModule,provideUriFetcherManager,Long Statement,The length of the statement "return new UriFetcherManager.Builder().fetchers(Arrays.asList(gitHubRepositoryFetcher`gitHubRepositorySearchFetcher)).build();" is 126.,71
tehmou_rx-android-architecture,io.reark.rxgithubapp.basic.fragments,RepositoryFragment,onViewCreated,Long Statement,The length of the statement "view.findViewById(R.id.repository_fragment_choose_repository_button).setOnClickListener(e -> ((MainActivity)getActivity()).chooseRepository());" is 143.,66
tehmou_rx-android-architecture,io.reark.rxgithubapp.basic.fragments,RepositoriesFragment,onCreate,Long Statement,The length of the statement "repositoriesViewModel.getSelectRepository().subscribe(repository -> ((ChooseRepositoryActivity)getActivity()).chooseRepository(repository.getId()));" is 148.,53
tehmou_rx-android-architecture,io.reark.rxgithubapp.basic.fragments,RepositoriesFragment,onViewCreated,Long Statement,The length of the statement "repositoriesViewBinder=new RepositoriesView.ViewBinder((RepositoriesView)view.findViewById(R.id.repositories_view)`repositoriesViewModel);" is 138.,70
tehmou_rx-android-architecture,io.reark.reark.data.stores,ContentProviderStoreCoreTest,getCached_WithId_WithData_ReturnsData_AndCompletes,Long Statement,The length of the statement "core.getCached(SimpleMockStore.getIdFor("parsnip")).test().awaitDone(50`TimeUnit.MILLISECONDS).assertComplete().assertNoErrors().assertValue("parsnip");" is 152.,60
tehmou_rx-android-architecture,io.reark.reark.data.stores,ContentProviderStoreCoreTest,getCached_WithId_WithData_ReturnsData_AndCompletes,Magic Number,The method contains a magic number: 50,60
tehmou_rx-android-architecture,io.reark.reark.data.stores,ContentProviderStoreCoreTest,getCached_WithId_WithNoData_ReturnsNoValues_AndCompletes,Long Statement,The length of the statement "core.getCached(SimpleMockStore.getIdFor("parsnip")).test().awaitDone(50`TimeUnit.MILLISECONDS).assertComplete().assertNoErrors().assertNoValues();" is 146.,72
tehmou_rx-android-architecture,io.reark.reark.data.stores,ContentProviderStoreCoreTest,getCached_WithId_WithNoData_ReturnsNoValues_AndCompletes,Magic Number,The method contains a magic number: 50,72
tehmou_rx-android-architecture,io.reark.reark.data.stores,ContentProviderStoreCoreTest,getCached_WithNoId_WithData_ReturnsAllData_AndCompletes,Long Statement,The length of the statement "core.getCached().test().awaitDone(50`TimeUnit.MILLISECONDS).assertComplete().assertNoErrors().assertValue(asList("parsnip"`"lettuce"`"spinach"));" is 145.,84
tehmou_rx-android-architecture,io.reark.reark.data.stores,ContentProviderStoreCoreTest,getCached_WithNoId_WithData_ReturnsAllData_AndCompletes,Magic Number,The method contains a magic number: 50,84
tehmou_rx-android-architecture,io.reark.reark.data.stores,ContentProviderStoreCoreTest,getCached_WithNoId_WithNoData_ReturnsEmptyList_AndCompletes,Magic Number,The method contains a magic number: 50,96
tehmou_rx-android-architecture,io.reark.reark.data.stores,ContentProviderStoreTest,getOnce_WithId_WithData_ReturnsData_AndCompletes,Long Statement,The length of the statement "store.getOnce(SimpleMockStore.getIdFor("parsnip")).test().awaitDone(50`TimeUnit.MILLISECONDS).assertComplete().assertNoErrors().assertValue("parsnip");" is 151.,61
tehmou_rx-android-architecture,io.reark.reark.data.stores,ContentProviderStoreTest,getOnce_WithId_WithData_ReturnsData_AndCompletes,Magic Number,The method contains a magic number: 50,61
tehmou_rx-android-architecture,io.reark.reark.data.stores,ContentProviderStoreTest,getOnce_WithNoId_WithData_ReturnsAllValues_AndCompletes,Long Statement,The length of the statement "store.getOnce().test().awaitDone(50`TimeUnit.MILLISECONDS).assertComplete().assertNoErrors().assertValue(asList("parsnip"`"lettuce"`"spinach"));" is 144.,73
tehmou_rx-android-architecture,io.reark.reark.data.stores,ContentProviderStoreTest,getOnce_WithNoId_WithData_ReturnsAllValues_AndCompletes,Magic Number,The method contains a magic number: 50,73
tehmou_rx-android-architecture,io.reark.reark.data.stores,ContentProviderStoreTest,getOnce_WithId_WithNoData_ReturnsNoneValue_AndCompletes,Long Statement,The length of the statement "store.getOnce(SimpleMockStore.getIdFor("bacon")).test().awaitDone(50`TimeUnit.MILLISECONDS).assertComplete().assertNoErrors().assertValue(SimpleMockStore.NONE);" is 160.,85
tehmou_rx-android-architecture,io.reark.reark.data.stores,ContentProviderStoreTest,getOnce_WithId_WithNoData_ReturnsNoneValue_AndCompletes,Magic Number,The method contains a magic number: 50,85
tehmou_rx-android-architecture,io.reark.reark.data.stores,ContentProviderStoreTest,getOnce_WithNoId_WithNoData_ReturnsEmptyList_AndCompletes,Magic Number,The method contains a magic number: 50,97
tehmou_rx-android-architecture,io.reark.reark.data.stores,ContentProviderStoreTest,getOnceAndStream_WithId_WithData_ReturnsData_AndDoesNotComplete,Long Statement,The length of the statement "store.getOnceAndStream(SimpleMockStore.getIdFor("spinach")).test().awaitDone(50`TimeUnit.MILLISECONDS).assertNotComplete().assertNoErrors().assertValue("spinach");" is 163.,109
tehmou_rx-android-architecture,io.reark.reark.data.stores,ContentProviderStoreTest,getOnceAndStream_WithId_WithData_ReturnsData_AndDoesNotComplete,Magic Number,The method contains a magic number: 50,109
tehmou_rx-android-architecture,io.reark.reark.data.stores,ContentProviderStoreTest,getOnceAndStream_WithId_WithNoData_ReturnsNoneValue_AndDoesNotComplete,Long Statement,The length of the statement "store.getOnceAndStream(SimpleMockStore.getIdFor("bacon")).test().awaitDone(50`TimeUnit.MILLISECONDS).assertNotComplete().assertNoErrors().assertValue(SimpleMockStore.NONE);" is 172.,121
tehmou_rx-android-architecture,io.reark.reark.data.stores,ContentProviderStoreTest,getOnceAndStream_WithId_WithNoData_ReturnsNoneValue_AndDoesNotComplete,Magic Number,The method contains a magic number: 50,121
tehmou_rx-android-architecture,io.reark.reark.data.stores,StoreItem,hashCode,Magic Number,The method contains a magic number: 31,77
tehmou_rx-android-architecture,io.reark.reark.data.stores,MemoryStoreTest,getOnce_WithData_ReturnsData_AndCompletes,Magic Number,The method contains a magic number: 100,57
tehmou_rx-android-architecture,io.reark.reark.data.stores,MemoryStoreTest,getOnce_WithData_ReturnsData_AndCompletes,Magic Number,The method contains a magic number: 100,57
tehmou_rx-android-architecture,io.reark.reark.data.stores,MemoryStoreTest,getOnce_WithNoData_ReturnsNoneValue_AndCompletes,Magic Number,The method contains a magic number: 100,70
tehmou_rx-android-architecture,io.reark.reark.data.stores,MemoryStoreTest,getOnceAndStream_ReturnsOnlyValuesForSubscribedId_AndDoesNotComplete,Magic Number,The method contains a magic number: 100,80
tehmou_rx-android-architecture,io.reark.reark.data.stores,MemoryStoreTest,getOnceAndStream_ReturnsOnlyValuesForSubscribedId_AndDoesNotComplete,Magic Number,The method contains a magic number: 200,80
tehmou_rx-android-architecture,io.reark.reark.data.stores,MemoryStoreTest,getOnceAndStream_ReturnsOnlyValuesForSubscribedId_AndDoesNotComplete,Magic Number,The method contains a magic number: 100,80
tehmou_rx-android-architecture,io.reark.reark.data.stores,MemoryStoreTest,getOnceAndStream_ReturnsOnlyValuesForSubscribedId_AndDoesNotComplete,Magic Number,The method contains a magic number: 50,80
tehmou_rx-android-architecture,io.reark.reark.data.stores,MemoryStoreTest,getOnceAndStream_ReturnsAllValuesForSubscribedId_AndDoesNotComplete,Long Statement,The length of the statement "testObserver.awaitDone(50`TimeUnit.MILLISECONDS).assertNotComplete().assertNoErrors().assertValues(NONE`value1`value2`value3);" is 126.,95
tehmou_rx-android-architecture,io.reark.reark.data.stores,MemoryStoreTest,getOnceAndStream_ReturnsAllValuesForSubscribedId_AndDoesNotComplete,Magic Number,The method contains a magic number: 100,95
tehmou_rx-android-architecture,io.reark.reark.data.stores,MemoryStoreTest,getOnceAndStream_ReturnsAllValuesForSubscribedId_AndDoesNotComplete,Magic Number,The method contains a magic number: 100,95
tehmou_rx-android-architecture,io.reark.reark.data.stores,MemoryStoreTest,getOnceAndStream_ReturnsAllValuesForSubscribedId_AndDoesNotComplete,Magic Number,The method contains a magic number: 100,95
tehmou_rx-android-architecture,io.reark.reark.data.stores,MemoryStoreTest,getOnceAndStream_ReturnsAllValuesForSubscribedId_AndDoesNotComplete,Magic Number,The method contains a magic number: 100,95
tehmou_rx-android-architecture,io.reark.reark.data.stores,MemoryStoreTest,getOnceAndStream_ReturnsAllValuesForSubscribedId_AndDoesNotComplete,Magic Number,The method contains a magic number: 50,95
tehmou_rx-android-architecture,io.reark.reark.data.stores,MemoryStoreTest,getOnceAndStream_ReturnsOnlyNewValues_AndDoesNotComplete,Magic Number,The method contains a magic number: 100,112
tehmou_rx-android-architecture,io.reark.reark.data.stores,MemoryStoreTest,getOnceAndStream_ReturnsOnlyNewValues_AndDoesNotComplete,Magic Number,The method contains a magic number: 100,112
tehmou_rx-android-architecture,io.reark.reark.data.stores,MemoryStoreTest,getOnceAndStream_ReturnsOnlyNewValues_AndDoesNotComplete,Magic Number,The method contains a magic number: 50,112
tehmou_rx-android-architecture,io.reark.reark.data.stores,MemoryStoreTest,getOnceAndStream_WithInitialValue_ReturnsInitialValues_AndDoesNotComplete,Magic Number,The method contains a magic number: 100,127
tehmou_rx-android-architecture,io.reark.reark.data.stores,MemoryStoreTest,getOnceAndStream_WithInitialValue_ReturnsInitialValues_AndDoesNotComplete,Magic Number,The method contains a magic number: 100,127
tehmou_rx-android-architecture,io.reark.reark.data.stores,MemoryStoreTest,getOnceAndStream_WithInitialValue_ReturnsInitialValues_AndDoesNotComplete,Magic Number,The method contains a magic number: 50,127
tehmou_rx-android-architecture,io.reark.reark.data.stores,MemoryStoreTest,getOnceAndStream_WithInitialValue_WithDelayedSubscription_ReturnsFirstValue_AndDoesNotComplete,Magic Number,The method contains a magic number: 100,140
tehmou_rx-android-architecture,io.reark.reark.data.stores,MemoryStoreTest,getOnceAndStream_WithInitialValue_WithDelayedSubscription_ReturnsFirstValue_AndDoesNotComplete,Magic Number,The method contains a magic number: 100,140
tehmou_rx-android-architecture,io.reark.reark.data.stores,MemoryStoreTest,getOnceAndStream_WithInitialValue_WithDelayedSubscription_ReturnsFirstValue_AndDoesNotComplete,Magic Number,The method contains a magic number: 100,140
tehmou_rx-android-architecture,io.reark.reark.data.stores,MemoryStoreTest,getOnceAndStream_WithInitialValue_WithDelayedSubscription_ReturnsFirstValue_AndDoesNotComplete,Magic Number,The method contains a magic number: 50,140
tehmou_rx-android-architecture,io.reark.reark.data.stores,MemoryStoreTest,put_WithNewData_EmitsTrue,Magic Number,The method contains a magic number: 100,171
tehmou_rx-android-architecture,io.reark.reark.data.stores,MemoryStoreTest,put_WithDifferentData_OverExistingData_EmitsTrue,Magic Number,The method contains a magic number: 100,180
tehmou_rx-android-architecture,io.reark.reark.data.stores,MemoryStoreTest,put_WithDifferentData_OverExistingData_EmitsTrue,Magic Number,The method contains a magic number: 100,180
tehmou_rx-android-architecture,io.reark.reark.data.stores,MemoryStoreTest,put_WithIdenticalData_OverExistingData_EmitsFalse,Magic Number,The method contains a magic number: 100,191
tehmou_rx-android-architecture,io.reark.reark.data.stores,MemoryStoreTest,delete_WithNoData_EmitsFalse,Magic Number,The method contains a magic number: 765,201
tehmou_rx-android-architecture,io.reark.reark.data.stores,MemoryStoreTest,delete_WithData_DeletesData_AndEmitsTrue,Magic Number,The method contains a magic number: 100,209
tehmou_rx-android-architecture,io.reark.reark.data.stores,MemoryStoreTest,delete_WithData_DeletesData_AndEmitsTrue,Magic Number,The method contains a magic number: 100,209
tehmou_rx-android-architecture,io.reark.reark.data.stores,MemoryStoreTest,delete_WithData_DeletesData_AndEmitsTrue,Magic Number,The method contains a magic number: 100,209
tehmou_rx-android-architecture,io.reark.reark.data.stores,MemoryStoreTest,getOnceAndStream_ThenDelete_DoesNotEmit,Magic Number,The method contains a magic number: 100,225
tehmou_rx-android-architecture,io.reark.reark.data.stores,MemoryStoreTest,getOnceAndStream_ThenDelete_DoesNotEmit,Magic Number,The method contains a magic number: 100,225
tehmou_rx-android-architecture,io.reark.reark.data.stores,MemoryStoreTest,getOnceAndStream_ThenDelete_DoesNotEmit,Magic Number,The method contains a magic number: 100,225
tehmou_rx-android-architecture,io.reark.reark.data.stores.mock,SimpleMockContentProvider,query,Long Parameter List,The method has 5 parameters. ,65
tehmou_rx-android-architecture,io.reark.reark.data.stores.mock,SimpleMockContentProvider,query,Long Parameter List,The method has 6 parameters. ,75
tehmou_rx-android-architecture,io.reark.reark.pojo,NetworkRequestStatus,NetworkRequestStatus,Long Parameter List,The method has 5 parameters. ,88
tehmou_rx-android-architecture,io.reark.reark.pojo,OverwritablePojo,isEmpty,Complex Method,Cyclomatic complexity of the method is 11,85
tehmou_rx-android-architecture,io.reark.reark.pojo,OverwritablePojoTest,testSameIdPojoEquals,Magic Number,The method contains a magic number: 100,37
tehmou_rx-android-architecture,io.reark.reark.pojo,OverwritablePojoTest,testSameIdPojoEquals,Magic Number,The method contains a magic number: 100,37
